id,time,group,number,item,value,cond
76330788,1873,L2,73,Летела по самолет небу большая.        ,1,ungram
76330788,1873,L2,74,Дима купил дом ОН ЛЮБИТ ЕГО ДОМ.,5,prn3
76330788,1873,L2,76,Я  убираю свою комнату. ,5,refl1
76330788,1873,L2,77,Фильмы известных без aктер были cкучными. ,1,ungram
76330788,1873,L2,78,Анна купила квартиру ОНА ЛЮБИТ СВОЮ КВАРТИРУ.,5,refl3
76330788,1873,L2,79,Я ем мой завтрак. ,5,prn1
76330788,1873,L2,80,Вика потеряла кошку ОНА ПОТЕРЯЛА ЕЕ КОШКУ.,5,prn3
76391579,684,L2,1,Вика потеряла кошку ОНА ИЩЕТ СВОЮ КОШКУ.,5,refl3
76391579,684,L2,3,Обед на ест суп редко Петя. ,4,ungram
76391579,684,L2,4,Я ем свой завтрак. ,3,refl1
76391579,684,L2,7,Коля потерял телефон ОН ИЩЕТ ЕГО ТЕЛЕФОН.,2,prn3
76391579,684,L2,8,Я продаю свою машину. ,4,refl1
76391579,684,L2,10,Я читаю свой учебник. ,4,refl1
76391579,684,L2,12,Я  ищу мою сумку.             ,2,prn1
76391579,684,L2,14,Вика потеряла книгу ОНА ИЩЕТ СВОЮ КНИГУ.,4,refl3
76391579,684,L2,16,Коля потерял ключ ОН ИЩЕТ ЕГО КЛЮЧ.,2,prn3
76391579,684,L2,17,Книги городам русских о.  ,2,ungram
76391579,684,L2,18,Анна купила квартиру ОНА ЛЮБИТ ЕЁ КВАРТИРУ.,4,prn3
76391579,684,L2,20,Я ищу свой паспорт. ,4,refl1
76391579,684,L2,21,Анна купила собаку ОНА ЛЮБИТ СВОЮ СОБАКУ.,4,refl3
76391579,684,L2,23,Я убираю мою комнату. ,4,prn1
76391579,684,L2,27,Дима купил велосипед ОН ЛЮБИТ СВОЙ ВЕЛОСИПЕД.,3,refl3
76391579,684,L2,28,Учителя русский были хорошими языка. ,2,ungram
76391579,684,L2,32,Петя ел рыба картошка c. ,2,ungram
76391579,684,L2,33,Я  убираю свой дом. ,3,refl1
76391579,684,L2,35,Столе лежат и книги журналы на. ,2,ungram
76391579,684,L2,37,Я читаю мою книгу.   ,4,prn1
76391579,684,L2,39,Я  ищу  свою сумку.  ,5,refl1
76391579,684,L2,41,Библиотеке читают студенты книги  в. ,2,ungram
76391579,684,L2,45,Большом в живет городе много  людей. ,3,ungram
76391579,684,L2,47,Я убираю мой дом. ,4,prn1
76391579,684,L2,49,Дима купил дом ОН ЛЮБИТ СВОЙ ДОМ.,5,refl3
76391579,684,L2,51,Я читаю свою книгу. ,4,refl1
76391579,684,L2,52,Машину в Дима новый среду купить. ,3,ungram
76391579,684,L2,53,Коля потерял ключ. ОН ИЩЕТ СВОЙ КЛЮЧ. ,3,refl3
76391579,684,L2,55,Дима купил велосипед ОН ЛЮБИТ ЕГО ВЕЛОСИПЕД.,5,prn3
76391579,684,L2,56,Бассейне я в плавать люблю. ,2,ungram
76391579,684,L2,57,Я ищу мой паспорт. ,4,prn1
76391579,684,L2,59,Коля потерял телефон ОН ИЩЕТ СВОЙ ТЕЛЕФОН.,5,refl3
76391579,684,L2,60,Дерево белка на живет большом. ,3,ungram
76391579,684,L2,62,Я  продаю мою машину. ,4,prn1
76391579,684,L2,63,Часто я гуляю парк в. ,5,ungram
76391579,684,L2,64,Вика потеряла книгу ОНА ИЩЕТ ЕЕ КНИГУ.,3,prn3
76391579,684,L2,66,Мальчик в играет парке маленький. ,2,ungram
76391579,684,L2,68,День Лена читает каждый книгу. ,3,ungram
76391579,684,L2,70,Анна купила собаку ОНА ЛЮБИТ ЕЕ СОБАКУ.,4,prn3
76391579,684,L2,71,Вчера собака Петя терять своя. ,2,ungram
76391579,684,L2,72,Я читаю мой учебник. ,4,prn1
76391579,684,L2,73,Летела по самолет небу большая.        ,4,ungram
76391579,684,L2,74,Дима купил дом ОН ЛЮБИТ ЕГО ДОМ.,4,prn3
76391579,684,L2,76,Я  убираю свою комнату. ,4,refl1
76391579,684,L2,77,Фильмы известных без aктер были cкучными. ,4,ungram
76391579,684,L2,78,Анна купила квартиру ОНА ЛЮБИТ СВОЮ КВАРТИРУ.,5,refl3
76391579,684,L2,79,Я ем мой завтрак. ,4,prn1
76391579,684,L2,80,Вика потеряла кошку ОНА ПОТЕРЯЛА ЕЕ КОШКУ.,4,prn3
76462531,1069,L2,1,Вика потеряла кошку ОНА ИЩЕТ СВОЮ КОШКУ.,5,refl3
76462531,1069,L2,3,Обед на ест суп редко Петя. ,3,ungram
76462531,1069,L2,4,Я ем свой завтрак. ,3,refl1
76462531,1069,L2,7,Коля потерял телефон ОН ИЩЕТ ЕГО ТЕЛЕФОН.,5,prn3
76462531,1069,L2,8,Я продаю свою машину. ,5,refl1
76462531,1069,L2,10,Я читаю свой учебник. ,5,refl1
76462531,1069,L2,12,Я  ищу мою сумку.             ,5,prn1
76462531,1069,L2,14,Вика потеряла книгу ОНА ИЩЕТ СВОЮ КНИГУ.,5,refl3
76462531,1069,L2,16,Коля потерял ключ ОН ИЩЕТ ЕГО КЛЮЧ.,5,prn3
76462531,1069,L2,17,Книги городам русских о.  ,5,ungram
76462531,1069,L2,18,Анна купила квартиру ОНА ЛЮБИТ ЕЁ КВАРТИРУ.,5,prn3
76462531,1069,L2,20,Я ищу свой паспорт. ,5,refl1
76462531,1069,L2,21,Анна купила собаку ОНА ЛЮБИТ СВОЮ СОБАКУ.,5,refl3
76462531,1069,L2,23,Я убираю мою комнату. ,5,prn1
76462531,1069,L2,27,Дима купил велосипед ОН ЛЮБИТ СВОЙ ВЕЛОСИПЕД.,5,refl3
76462531,1069,L2,28,Учителя русский были хорошими языка. ,5,ungram
76462531,1069,L2,32,Петя ел рыба картошка c. ,5,ungram
76462531,1069,L2,33,Я  убираю свой дом. ,5,refl1
76462531,1069,L2,35,Столе лежат и книги журналы на. ,4,ungram
76462531,1069,L2,37,Я читаю мою книгу.   ,5,prn1
76462531,1069,L2,39,Я  ищу  свою сумку.  ,5,refl1
76462531,1069,L2,41,Библиотеке читают студенты книги  в. ,5,ungram
76462531,1069,L2,45,Большом в живет городе много  людей. ,5,ungram
76462531,1069,L2,47,Я убираю мой дом. ,5,prn1
76462531,1069,L2,49,Дима купил дом ОН ЛЮБИТ СВОЙ ДОМ.,5,refl3
76462531,1069,L2,51,Я читаю свою книгу. ,5,refl1
76462531,1069,L2,52,Машину в Дима новый среду купить. ,4,ungram
76462531,1069,L2,53,Коля потерял ключ. ОН ИЩЕТ СВОЙ КЛЮЧ. ,3,refl3
76462531,1069,L2,55,Дима купил велосипед ОН ЛЮБИТ ЕГО ВЕЛОСИПЕД.,5,prn3
76462531,1069,L2,56,Бассейне я в плавать люблю. ,4,ungram
76462531,1069,L2,57,Я ищу мой паспорт. ,5,prn1
76462531,1069,L2,59,Коля потерял телефон ОН ИЩЕТ СВОЙ ТЕЛЕФОН.,5,refl3
76462531,1069,L2,60,Дерево белка на живет большом. ,5,ungram
76462531,1069,L2,62,Я  продаю мою машину. ,5,prn1
76462531,1069,L2,63,Часто я гуляю парк в. ,5,ungram
76462531,1069,L2,64,Вика потеряла книгу ОНА ИЩЕТ ЕЕ КНИГУ.,5,prn3
76462531,1069,L2,66,Мальчик в играет парке маленький. ,4,ungram
76462531,1069,L2,68,День Лена читает каждый книгу. ,4,ungram
76462531,1069,L2,70,Анна купила собаку ОНА ЛЮБИТ ЕЕ СОБАКУ.,5,prn3
76462531,1069,L2,71,Вчера собака Петя терять своя. ,5,ungram
76462531,1069,L2,72,Я читаю мой учебник. ,5,prn1
76462531,1069,L2,73,Летела по самолет небу большая.        ,5,ungram
76462531,1069,L2,74,Дима купил дом ОН ЛЮБИТ ЕГО ДОМ.,5,prn3
76462531,1069,L2,76,Я  убираю свою комнату. ,5,refl1
76462531,1069,L2,77,Фильмы известных без aктер были cкучными. ,5,ungram
76462531,1069,L2,78,Анна купила квартиру ОНА ЛЮБИТ СВОЮ КВАРТИРУ.,5,refl3
76462531,1069,L2,79,Я ем мой завтрак. ,5,prn1
76462531,1069,L2,80,Вика потеряла кошку ОНА ПОТЕРЯЛА ЕЕ КОШКУ.,5,prn3
75119250,379,L1,1,Вика потеряла кошку ОНА ИЩЕТ СВОЮ КОШКУ.,5,refl3
75119250,379,L1,3,Обед на ест суп редко Петя. ,1,ungram
75119250,379,L1,4,Я ем свой завтрак. ,5,refl1
75119250,379,L1,7,Коля потерял телефон ОН ИЩЕТ ЕГО ТЕЛЕФОН.,1,prn3
75119250,379,L1,8,Я продаю свою машину. ,5,refl1
75119250,379,L1,10,Я читаю свой учебник. ,5,refl1
75119250,379,L1,12,Я  ищу мою сумку.             ,2,prn1
75119250,379,L1,14,Вика потеряла книгу ОНА ИЩЕТ СВОЮ КНИГУ.,5,refl3
75119250,379,L1,16,Коля потерял ключ ОН ИЩЕТ ЕГО КЛЮЧ.,2,prn3
75119250,379,L1,17,Книги городам русских о.  ,1,ungram
75119250,379,L1,18,Анна купила квартиру ОНА ЛЮБИТ ЕЁ КВАРТИРУ.,2,prn3
75119250,379,L1,20,Я ищу свой паспорт. ,5,refl1
75119250,379,L1,21,Анна купила собаку ОНА ЛЮБИТ СВОЮ СОБАКУ.,5,refl3
75119250,379,L1,23,Я убираю мою комнату. ,2,prn1
75119250,379,L1,27,Дима купил велосипед ОН ЛЮБИТ СВОЙ ВЕЛОСИПЕД.,4,refl3
75119250,379,L1,28,Учителя русский были хорошими языка. ,1,ungram
75119250,379,L1,32,Петя ел рыба картошка c. ,1,ungram
75119250,379,L1,33,Я  убираю свой дом. ,3,refl1
75119250,379,L1,35,Столе лежат и книги журналы на. ,1,ungram
75119250,379,L1,37,Я читаю мою книгу.   ,2,prn1
75119250,379,L1,39,Я  ищу  свою сумку.  ,5,refl1
75119250,379,L1,41,Библиотеке читают студенты книги  в. ,1,ungram
75119250,379,L1,45,Большом в живет городе много  людей. ,1,ungram
75119250,379,L1,47,Я убираю мой дом. ,2,prn1
75119250,379,L1,49,Дима купил дом ОН ЛЮБИТ СВОЙ ДОМ.,5,refl3
75119250,379,L1,51,Я читаю свою книгу. ,5,refl1
75119250,379,L1,52,Машину в Дима новый среду купить. ,1,ungram
75119250,379,L1,53,Коля потерял ключ. ОН ИЩЕТ СВОЙ КЛЮЧ. ,5,refl3
75119250,379,L1,55,Дима купил велосипед ОН ЛЮБИТ ЕГО ВЕЛОСИПЕД.,2,prn3
75119250,379,L1,56,Бассейне я в плавать люблю. ,1,ungram
75119250,379,L1,57,Я ищу мой паспорт. ,2,prn1
75119250,379,L1,59,Коля потерял телефон ОН ИЩЕТ СВОЙ ТЕЛЕФОН.,5,refl3
75119250,379,L1,60,Дерево белка на живет большом. ,1,ungram
75119250,379,L1,62,Я  продаю мою машину. ,2,prn1
75119250,379,L1,63,Часто я гуляю парк в. ,1,ungram
75119250,379,L1,64,Вика потеряла книгу ОНА ИЩЕТ ЕЕ КНИГУ.,2,prn3
75119250,379,L1,66,Мальчик в играет парке маленький. ,1,ungram
75119250,379,L1,68,День Лена читает каждый книгу. ,1,ungram
75119250,379,L1,70,Анна купила собаку ОНА ЛЮБИТ ЕЕ СОБАКУ.,2,prn3
75119250,379,L1,71,Вчера собака Петя терять своя. ,1,ungram
75119250,379,L1,72,Я читаю мой учебник. ,2,prn1
75119250,379,L1,73,Летела по самолет небу большая.        ,1,ungram
75119250,379,L1,74,Дима купил дом ОН ЛЮБИТ ЕГО ДОМ.,2,prn3
75119250,379,L1,76,Я  убираю свою комнату. ,5,refl1
75119250,379,L1,77,Фильмы известных без aктер были cкучными. ,1,ungram
75119250,379,L1,78,Анна купила квартиру ОНА ЛЮБИТ СВОЮ КВАРТИРУ.,4,refl3
75119250,379,L1,79,Я ем мой завтрак. ,3,prn1
75119250,379,L1,80,Вика потеряла кошку ОНА ПОТЕРЯЛА ЕЕ КОШКУ.,2,prn3
75152219,649,L1,1,Вика потеряла кошку ОНА ИЩЕТ СВОЮ КОШКУ.,4,refl3
75152219,649,L1,3,Обед на ест суп редко Петя. ,1,ungram
75152219,649,L1,4,Я ем свой завтрак. ,2,refl1
75152219,649,L1,7,Коля потерял телефон ОН ИЩЕТ ЕГО ТЕЛЕФОН.,2,prn3
75152219,649,L1,8,Я продаю свою машину. ,5,refl1
75152219,649,L1,10,Я читаю свой учебник. ,4,refl1
75152219,649,L1,12,Я  ищу мою сумку.             ,5,prn1
75152219,649,L1,14,Вика потеряла книгу ОНА ИЩЕТ СВОЮ КНИГУ.,4,refl3
75152219,649,L1,16,Коля потерял ключ ОН ИЩЕТ ЕГО КЛЮЧ.,1,prn3
75152219,649,L1,17,Книги городам русских о.  ,1,ungram
75152219,649,L1,18,Анна купила квартиру ОНА ЛЮБИТ ЕЁ КВАРТИРУ.,1,prn3
75152219,649,L1,20,Я ищу свой паспорт. ,4,refl1
75152219,649,L1,21,Анна купила собаку ОНА ЛЮБИТ СВОЮ СОБАКУ.,5,refl3
75152219,649,L1,23,Я убираю мою комнату. ,3,prn1
75152219,649,L1,27,Дима купил велосипед ОН ЛЮБИТ СВОЙ ВЕЛОСИПЕД.,5,refl3
75152219,649,L1,28,Учителя русский были хорошими языка. ,1,ungram
75152219,649,L1,32,Петя ел рыба картошка c. ,1,ungram
75152219,649,L1,33,Я  убираю свой дом. ,3,refl1
75152219,649,L1,35,Столе лежат и книги журналы на. ,1,ungram
75152219,649,L1,37,Я читаю мою книгу.   ,2,prn1
75152219,649,L1,39,Я  ищу  свою сумку.  ,5,refl1
75152219,649,L1,41,Библиотеке читают студенты книги  в. ,1,ungram
75152219,649,L1,45,Большом в живет городе много  людей. ,1,ungram
75152219,649,L1,47,Я убираю мой дом. ,2,prn1
75152219,649,L1,49,Дима купил дом ОН ЛЮБИТ СВОЙ ДОМ.,4,refl3
75152219,649,L1,51,Я читаю свою книгу. ,5,refl1
75152219,649,L1,52,Машину в Дима новый среду купить. ,1,ungram
75152219,649,L1,53,Коля потерял ключ. ОН ИЩЕТ СВОЙ КЛЮЧ. ,5,refl3
75152219,649,L1,55,Дима купил велосипед ОН ЛЮБИТ ЕГО ВЕЛОСИПЕД.,1,prn3
75152219,649,L1,56,Бассейне я в плавать люблю. ,1,ungram
75152219,649,L1,57,Я ищу мой паспорт. ,5,prn1
75152219,649,L1,59,Коля потерял телефон ОН ИЩЕТ СВОЙ ТЕЛЕФОН.,5,refl3
75152219,649,L1,60,Дерево белка на живет большом. ,1,ungram
75152219,649,L1,62,Я  продаю мою машину. ,2,prn1
75152219,649,L1,63,Часто я гуляю парк в. ,1,ungram
75152219,649,L1,64,Вика потеряла книгу ОНА ИЩЕТ ЕЕ КНИГУ.,1,prn3
75152219,649,L1,66,Мальчик в играет парке маленький. ,1,ungram
75152219,649,L1,68,День Лена читает каждый книгу. ,1,ungram
75152219,649,L1,70,Анна купила собаку ОНА ЛЮБИТ ЕЕ СОБАКУ.,1,prn3
75152219,649,L1,71,Вчера собака Петя терять своя. ,1,ungram
75152219,649,L1,72,Я читаю мой учебник. ,3,prn1
75152219,649,L1,73,Летела по самолет небу большая.        ,1,ungram
75152219,649,L1,74,Дима купил дом ОН ЛЮБИТ ЕГО ДОМ.,1,prn3
75152219,649,L1,76,Я  убираю свою комнату. ,5,refl1
75152219,649,L1,77,Фильмы известных без aктер были cкучными. ,1,ungram
75152219,649,L1,78,Анна купила квартиру ОНА ЛЮБИТ СВОЮ КВАРТИРУ.,5,refl3
75152219,649,L1,79,Я ем мой завтрак. ,2,prn1
75152219,649,L1,80,Вика потеряла кошку ОНА ПОТЕРЯЛА ЕЕ КОШКУ.,1,prn3
75345977,527,L1,1,Вика потеряла кошку ОНА ИЩЕТ СВОЮ КОШКУ.,3,refl3
75345977,527,L1,3,Обед на ест суп редко Петя. ,1,ungram
75345977,527,L1,4,Я ем свой завтрак. ,3,refl1
75345977,527,L1,7,Коля потерял телефон ОН ИЩЕТ ЕГО ТЕЛЕФОН.,1,prn3
75345977,527,L1,8,Я продаю свою машину. ,4,refl1
75345977,527,L1,10,Я читаю свой учебник. ,4,refl1
75345977,527,L1,12,Я  ищу мою сумку.             ,2,prn1
75345977,527,L1,14,Вика потеряла книгу ОНА ИЩЕТ СВОЮ КНИГУ.,4,refl3
75345977,527,L1,16,Коля потерял ключ ОН ИЩЕТ ЕГО КЛЮЧ.,1,prn3
75345977,527,L1,17,Книги городам русских о.  ,1,ungram
75345977,527,L1,18,Анна купила квартиру ОНА ЛЮБИТ ЕЁ КВАРТИРУ.,1,prn3
75345977,527,L1,20,Я ищу свой паспорт. ,4,refl1
75345977,527,L1,21,Анна купила собаку ОНА ЛЮБИТ СВОЮ СОБАКУ.,4,refl3
75345977,527,L1,23,Я убираю мою комнату. ,2,prn1
75345977,527,L1,27,Дима купил велосипед ОН ЛЮБИТ СВОЙ ВЕЛОСИПЕД.,5,refl3
75345977,527,L1,28,Учителя русский были хорошими языка. ,1,ungram
75345977,527,L1,32,Петя ел рыба картошка c. ,2,ungram
75345977,527,L1,33,Я  убираю свой дом. ,2,refl1
75345977,527,L1,35,Столе лежат и книги журналы на. ,1,ungram
75345977,527,L1,37,Я читаю мою книгу.   ,1,prn1
75345977,527,L1,39,Я  ищу  свою сумку.  ,5,refl1
75345977,527,L1,41,Библиотеке читают студенты книги  в. ,1,ungram
75345977,527,L1,45,Большом в живет городе много  людей. ,1,ungram
75345977,527,L1,47,Я убираю мой дом. ,2,prn1
75345977,527,L1,49,Дима купил дом ОН ЛЮБИТ СВОЙ ДОМ.,5,refl3
75345977,527,L1,51,Я читаю свою книгу. ,3,refl1
75345977,527,L1,52,Машину в Дима новый среду купить. ,1,ungram
75345977,527,L1,53,Коля потерял ключ. ОН ИЩЕТ СВОЙ КЛЮЧ. ,1,refl3
75345977,527,L1,55,Дима купил велосипед ОН ЛЮБИТ ЕГО ВЕЛОСИПЕД.,1,prn3
75345977,527,L1,56,Бассейне я в плавать люблю. ,1,ungram
75345977,527,L1,57,Я ищу мой паспорт. ,1,prn1
75345977,527,L1,59,Коля потерял телефон ОН ИЩЕТ СВОЙ ТЕЛЕФОН.,3,refl3
75345977,527,L1,60,Дерево белка на живет большом. ,1,ungram
75345977,527,L1,62,Я  продаю мою машину. ,1,prn1
75345977,527,L1,63,Часто я гуляю парк в. ,1,ungram
75345977,527,L1,64,Вика потеряла книгу ОНА ИЩЕТ ЕЕ КНИГУ.,1,prn3
75345977,527,L1,66,Мальчик в играет парке маленький. ,1,ungram
75345977,527,L1,68,День Лена читает каждый книгу. ,1,ungram
75345977,527,L1,70,Анна купила собаку ОНА ЛЮБИТ ЕЕ СОБАКУ.,1,prn3
75345977,527,L1,71,Вчера собака Петя терять своя. ,1,ungram
75345977,527,L1,72,Я читаю мой учебник. ,1,prn1
75345977,527,L1,73,Летела по самолет небу большая.        ,1,ungram
75345977,527,L1,74,Дима купил дом ОН ЛЮБИТ ЕГО ДОМ.,1,prn3
75345977,527,L1,76,Я  убираю свою комнату. ,1,refl1
75345977,527,L1,77,Фильмы известных без aктер были cкучными. ,1,ungram
75345977,527,L1,78,Анна купила квартиру ОНА ЛЮБИТ СВОЮ КВАРТИРУ.,5,refl3
75345977,527,L1,79,Я ем мой завтрак. ,1,prn1
75345977,527,L1,80,Вика потеряла кошку ОНА ПОТЕРЯЛА ЕЕ КОШКУ.,1,prn3
75346460,507,L1,1,Вика потеряла кошку ОНА ИЩЕТ СВОЮ КОШКУ.,5,refl3
75346460,507,L1,3,Обед на ест суп редко Петя. ,1,ungram
75346460,507,L1,4,Я ем свой завтрак. ,5,refl1
75346460,507,L1,7,Коля потерял телефон ОН ИЩЕТ ЕГО ТЕЛЕФОН.,1,prn3
75346460,507,L1,8,Я продаю свою машину. ,5,refl1
75346460,507,L1,10,Я читаю свой учебник. ,5,refl1
75346460,507,L1,12,Я  ищу мою сумку.             ,2,prn1
75346460,507,L1,14,Вика потеряла книгу ОНА ИЩЕТ СВОЮ КНИГУ.,5,refl3
75346460,507,L1,16,Коля потерял ключ ОН ИЩЕТ ЕГО КЛЮЧ.,2,prn3
75346460,507,L1,17,Книги городам русских о.  ,1,ungram
75346460,507,L1,18,Анна купила квартиру ОНА ЛЮБИТ ЕЁ КВАРТИРУ.,2,prn3
75346460,507,L1,20,Я ищу свой паспорт. ,5,refl1
75346460,507,L1,21,Анна купила собаку ОНА ЛЮБИТ СВОЮ СОБАКУ.,5,refl3
75346460,507,L1,23,Я убираю мою комнату. ,2,prn1
75346460,507,L1,27,Дима купил велосипед ОН ЛЮБИТ СВОЙ ВЕЛОСИПЕД.,5,refl3
75346460,507,L1,28,Учителя русский были хорошими языка. ,1,ungram
75346460,507,L1,32,Петя ел рыба картошка c. ,1,ungram
75346460,507,L1,33,Я  убираю свой дом. ,5,refl1
75346460,507,L1,35,Столе лежат и книги журналы на. ,1,ungram
75346460,507,L1,37,Я читаю мою книгу.   ,2,prn1
75346460,507,L1,39,Я  ищу  свою сумку.  ,5,refl1
75346460,507,L1,41,Библиотеке читают студенты книги  в. ,1,ungram
75346460,507,L1,45,Большом в живет городе много  людей. ,1,ungram
75346460,507,L1,47,Я убираю мой дом. ,2,prn1
75346460,507,L1,49,Дима купил дом ОН ЛЮБИТ СВОЙ ДОМ.,5,refl3
75346460,507,L1,51,Я читаю свою книгу. ,5,refl1
75346460,507,L1,52,Машину в Дима новый среду купить. ,1,ungram
75346460,507,L1,53,Коля потерял ключ. ОН ИЩЕТ СВОЙ КЛЮЧ. ,5,refl3
75346460,507,L1,55,Дима купил велосипед ОН ЛЮБИТ ЕГО ВЕЛОСИПЕД.,3,prn3
75346460,507,L1,56,Бассейне я в плавать люблю. ,1,ungram
75346460,507,L1,57,Я ищу мой паспорт. ,2,prn1
75346460,507,L1,59,Коля потерял телефон ОН ИЩЕТ СВОЙ ТЕЛЕФОН.,5,refl3
75346460,507,L1,60,Дерево белка на живет большом. ,1,ungram
75346460,507,L1,62,Я  продаю мою машину. ,2,prn1
75346460,507,L1,63,Часто я гуляю парк в. ,1,ungram
75346460,507,L1,64,Вика потеряла книгу ОНА ИЩЕТ ЕЕ КНИГУ.,2,prn3
75346460,507,L1,66,Мальчик в играет парке маленький. ,1,ungram
75346460,507,L1,68,День Лена читает каждый книгу. ,1,ungram
75346460,507,L1,70,Анна купила собаку ОНА ЛЮБИТ ЕЕ СОБАКУ.,2,prn3
75346460,507,L1,71,Вчера собака Петя терять своя. ,1,ungram
75346460,507,L1,72,Я читаю мой учебник. ,2,prn1
75346460,507,L1,73,Летела по самолет небу большая.        ,1,ungram
75346460,507,L1,74,Дима купил дом ОН ЛЮБИТ ЕГО ДОМ.,2,prn3
75346460,507,L1,76,Я  убираю свою комнату. ,5,refl1
75346460,507,L1,77,Фильмы известных без aктер были cкучными. ,1,ungram
75346460,507,L1,78,Анна купила квартиру ОНА ЛЮБИТ СВОЮ КВАРТИРУ.,5,refl3
75346460,507,L1,79,Я ем мой завтрак. ,5,prn1
75346460,507,L1,80,Вика потеряла кошку ОНА ПОТЕРЯЛА ЕЕ КОШКУ.,2,prn3
75348208,421,L1,1,Вика потеряла кошку ОНА ИЩЕТ СВОЮ КОШКУ.,5,refl3
75348208,421,L1,3,Обед на ест суп редко Петя. ,1,ungram
75348208,421,L1,4,Я ем свой завтрак. ,5,refl1
75348208,421,L1,7,Коля потерял телефон ОН ИЩЕТ ЕГО ТЕЛЕФОН.,2,prn3
75348208,421,L1,8,Я продаю свою машину. ,5,refl1
75348208,421,L1,10,Я читаю свой учебник. ,5,refl1
75348208,421,L1,12,Я  ищу мою сумку.             ,2,prn1
75348208,421,L1,14,Вика потеряла книгу ОНА ИЩЕТ СВОЮ КНИГУ.,5,refl3
75348208,421,L1,16,Коля потерял ключ ОН ИЩЕТ ЕГО КЛЮЧ.,2,prn3
75348208,421,L1,17,Книги городам русских о.  ,1,ungram
75348208,421,L1,18,Анна купила квартиру ОНА ЛЮБИТ ЕЁ КВАРТИРУ.,2,prn3
75348208,421,L1,20,Я ищу свой паспорт. ,5,refl1
75348208,421,L1,21,Анна купила собаку ОНА ЛЮБИТ СВОЮ СОБАКУ.,5,refl3
75348208,421,L1,23,Я убираю мою комнату. ,2,prn1
75348208,421,L1,27,Дима купил велосипед ОН ЛЮБИТ СВОЙ ВЕЛОСИПЕД.,5,refl3
75348208,421,L1,28,Учителя русский были хорошими языка. ,1,ungram
75348208,421,L1,32,Петя ел рыба картошка c. ,1,ungram
75348208,421,L1,33,Я  убираю свой дом. ,5,refl1
75348208,421,L1,35,Столе лежат и книги журналы на. ,1,ungram
75348208,421,L1,37,Я читаю мою книгу.   ,1,prn1
75348208,421,L1,39,Я  ищу  свою сумку.  ,5,refl1
75348208,421,L1,41,Библиотеке читают студенты книги  в. ,1,ungram
75348208,421,L1,45,Большом в живет городе много  людей. ,1,ungram
75348208,421,L1,47,Я убираю мой дом. ,2,prn1
75348208,421,L1,49,Дима купил дом ОН ЛЮБИТ СВОЙ ДОМ.,5,refl3
75348208,421,L1,51,Я читаю свою книгу. ,5,refl1
75348208,421,L1,52,Машину в Дима новый среду купить. ,1,ungram
75348208,421,L1,53,Коля потерял ключ. ОН ИЩЕТ СВОЙ КЛЮЧ. ,5,refl3
75348208,421,L1,55,Дима купил велосипед ОН ЛЮБИТ ЕГО ВЕЛОСИПЕД.,1,prn3
75348208,421,L1,56,Бассейне я в плавать люблю. ,1,ungram
75348208,421,L1,57,Я ищу мой паспорт. ,2,prn1
75348208,421,L1,59,Коля потерял телефон ОН ИЩЕТ СВОЙ ТЕЛЕФОН.,5,refl3
75348208,421,L1,60,Дерево белка на живет большом. ,1,ungram
75348208,421,L1,62,Я  продаю мою машину. ,4,prn1
75348208,421,L1,63,Часто я гуляю парк в. ,1,ungram
75348208,421,L1,64,Вика потеряла книгу ОНА ИЩЕТ ЕЕ КНИГУ.,2,prn3
75348208,421,L1,66,Мальчик в играет парке маленький. ,1,ungram
75348208,421,L1,68,День Лена читает каждый книгу. ,1,ungram
75348208,421,L1,70,Анна купила собаку ОНА ЛЮБИТ ЕЕ СОБАКУ.,2,prn3
75348208,421,L1,71,Вчера собака Петя терять своя. ,1,ungram
75348208,421,L1,72,Я читаю мой учебник. ,1,prn1
75348208,421,L1,73,Летела по самолет небу большая.        ,1,ungram
75348208,421,L1,74,Дима купил дом ОН ЛЮБИТ ЕГО ДОМ.,1,prn3
75348208,421,L1,76,Я  убираю свою комнату. ,5,refl1
75348208,421,L1,77,Фильмы известных без aктер были cкучными. ,1,ungram
75348208,421,L1,78,Анна купила квартиру ОНА ЛЮБИТ СВОЮ КВАРТИРУ.,5,refl3
75348208,421,L1,79,Я ем мой завтрак. ,4,prn1
75348208,421,L1,80,Вика потеряла кошку ОНА ПОТЕРЯЛА ЕЕ КОШКУ.,1,prn3
75386489,464,L1,1,Вика потеряла кошку ОНА ИЩЕТ СВОЮ КОШКУ.,5,refl3
75386489,464,L1,3,Обед на ест суп редко Петя. ,1,ungram
75386489,464,L1,4,Я ем свой завтрак. ,5,refl1
75386489,464,L1,7,Коля потерял телефон ОН ИЩЕТ ЕГО ТЕЛЕФОН.,1,prn3
75386489,464,L1,8,Я продаю свою машину. ,5,refl1
75386489,464,L1,10,Я читаю свой учебник. ,5,refl1
75386489,464,L1,12,Я  ищу мою сумку.             ,2,prn1
75386489,464,L1,14,Вика потеряла книгу ОНА ИЩЕТ СВОЮ КНИГУ.,5,refl3
75386489,464,L1,16,Коля потерял ключ ОН ИЩЕТ ЕГО КЛЮЧ.,2,prn3
75386489,464,L1,17,Книги городам русских о.  ,1,ungram
75386489,464,L1,18,Анна купила квартиру ОНА ЛЮБИТ ЕЁ КВАРТИРУ.,1,prn3
75386489,464,L1,20,Я ищу свой паспорт. ,5,refl1
